,Movie,Screen,Sales,Audience,장르,Rate,month,year,개봉일,감독,배우
417,두번할까요,658,"1,449,660,120","174,938",코미디,15세이상관람가,10,2019,2019-10-17,박용집,"권상우,이시영,이정현,이종혁,성동일,정상훈,김현숙,박경혜,구성환,김근영,강덕중,윤재인"
418,아빠를 빌려드립니다,326,"1,188,673,500","172,445",코미디,12세이상관람가,11,2014,2014-11-20,김덕수,"김상경,문정희,채정안,이동규,이정희,장원재,정찬우,최민석,김유민,김장원,조재윤,남보라,류성현,방민아"
419,자전차왕 엄복동,624,"1,304,861,670","172,212",드라마,12세이상관람가,2,2019,2019-02-27,김유성,"정지훈,강소라,이범수,민효린,김희원,고창석,이시언,오민애,박진주,이정현,강덕중,강문봉,박근형,강인구,강희욱,강희중,고수희,박상원,박선주,구민혁,박성택,박영일,박용수,박재우,김규리,박태준,김동민,김동하,송재호,배창호,신철진,김민수,김병욱,김병철,유현식,오승희,윤병희,김수웅,임채선,최명빈,장근영,최석환,이서준,허유리,정혁진,김재열,이지민,김기범,조용현,김희진,이찬유,이지환,윤종구,정규민,정규호,조현수,이승철,이경영,고재성,김지성,최철수,구본규,권솔로,차순배,정석원,최환,기연호,김광오,채서원,이도용,김문학,김민건,김슬우,조두영,조무건,이창훈,김일우,김재선,김종재,이채원,이원종,김용진,노희국,김한울,조준,조준,이혜원,도용구,김태훈,우민제,한철우,주정원,문경현,노광규,김태현,이윤수,문두환,유영준,이으뜸,정동현,김원진,이은솔,유혁,차석호,차성제,왁스,박경화,김찬수,이장원,신수항,박병우,박병호,이정필,김진호,최대철,이정홍,최동익,최래선,정혜윤,김진우,이충구,박시후,안수민,이한들,이한위,이승로,이승로,이화랑,이영배,이영서,이예성,박정욱,박혜린,임지춘,염호정,전종헌,전해솔,서재홍,손지안,임형태,손한결,장도영,하재우,백태훈,박기범,홍성환,한성빈,황민우,한태일,함태인,김광수,윤대근,김문학"
420,대배우,474,"1,245,426,228","169,855",코미디,12세이상관람가,3,2016,2016-03-30,석민우,"오달수,윤제문,이경영,진경,강신일,유지태,김명민,김새론,이준익,최병모,최희진,권용덕,박지환,임태훈,임호,정성호,신동필,이영미,한대룡,김문학,김윤주,박호산,고준,강민,엄채영,고우림,김수진,정승길,장원형,임호"
421,하이힐,385,"2,735,972,500","339,844",범죄,청소년관람불가,6,2014,2014-06-03,장진,"차승원,오정세,이솜,고경표,박성웅,박장진,가은희,박준영,장진,신성훈,정찬미,이도연,최성환,이상화,홍세라,이언정,홍희정,이윤경,이은영,이은지,이종원,김소연,김인호,김진주,민준호,박상우,송영창,김병옥,이엘,김원해,이해영,안길강,조복래,이용녀,이황의,허성태,정이랑,김응수,이동길,김민교,김예원,이은지"
422,진범,224,"1,424,601,000","167,333",스릴러,15세이상관람가,7,2019,2019-07-10,고정욱,"송새벽,유선,장혁진,오민석,박미리,김귀선,신현탁,김민지,김성혜,윤송아,김현지,정해균,이준헌,정희태,장혜진,최정원,강소윤,이경오,최현준,이다희,권현수,김상두,김필,한수연,우미화,마민희,박건준,심혜연,양예나,오동현,전현숙,장영,송하린"
423,담보,"1,342","1,290,710,760","165,849",드라마,12세이상관람가,9,2020,2020-09-29,강대규,"성동일,하지원,김희원,박소이,나문희,김윤진,김재화,홍승희,유태오,유성주,정인기,진유영,이재용,박현숙,유순웅,차청화,장명갑,이동진,김민주,김해용,김병철,윤종구,이상화,이도엽,이필라,한복희,박시완,박경환,임세현,노은하,신나리,서성광,문성환,이상협,박은영,김서현,윤태웅,이샘,강재은,강민지,신동훈,김양성,송율희,권현희,이태형,이은주,박재홍,문성복,이문빈,신민경,김봉성,김다연,천현우,김인이,문원주,김봉수,최미라,김규도,오세현,정원,유현수,정태인,박현수,곡여병,유성현,현정애,장호문,한승윤,차건,김수현,배서희,양세연,박예서,박지민,오정원,박소현,오나예,김예원,박지성,정세한,하지원,정주용,김가령,최수아,양예슬,권채민,서수빈,이정봉,송혜령,김민지,지선,정민경,천윤진,배근하,오연지"
424,최강전사 미니특공대 : 새로운 악당의 습격,318,"1,163,431,200","154,342",애니메이션,전체관람가,2,2015,2015-02-05,이영준,"엄상현,전태열,신용우"
426,달빛궁궐,425,"1,134,639,700","151,360",애니메이션,전체관람가,9,2016,2016-09-07,김현주,"김서영,이하늬,권율,김슬기,신용우,이장원,시영준,이상범,이현,강시현,문유정,정주원,신경선,이유리"
427,비정규직 특수요원,497,"1,150,732,700","149,719",코미디,15세이상관람가,3,2017,2017-03-16,김덕수,"강예원,한채아,조재윤,김민교,김성은,남성진,동현배,남궁민,신영훈,심은주,유연수,윤석진,채환,최효정,한승환,한용환,이예림,이정민,이정민,김동철,김용진,김용훈,박성훈,현봉식,주예지,신세휘,곽자형,류성현,최정현"
428,나의 절친 악당들,384,"1,054,470,664","133,553",범죄,청소년관람불가,6,2015,2015-06-25,임상수,"류승범,고준희,류현경,샘 오취리,김응수,정원중,양익준,김주혁,이정배,임상수,정인호,최보람,안상완,윤여정,이래규,한효준,홍성훈,이상미,홍의정,이상화,김태영,김형규"
429,은밀한 유혹,394,"1,112,423,247","142,405",멜로/로맨스,15세이상관람가,6,2015,2015-06-04,윤재구,"임수정,유연석,이경영,박철민,진경,민도희,조희성,최민우,이광수,홍정표,민혜경,이동훈,곽민호,조규완,이마붑,전소니,이양희,조윤우,배진웅"
431,좋은 친구들,371,"3,201,527,031","404,456",범죄,청소년관람불가,7,2014,2014-07-10,이도윤,"한도진,지성,주지훈,이광수,강봉성,최현희,이승우,이재형,최병모,최진호,남문철,김태준,강덕중"
434,극장판 또봇: 로봇군단의 습격,231,"1,089,135,300","141,592",애니메이션,전체관람가,4,2017,2017-04-27,"이달,고동우","하룡이,신경선,이현,박연미,이혜림,이호승,임은경,박지연,박지훈,신준하,정재준,안효민,원지수,윤민영,이경진,최빛나라,최은지,김신영,김신영,김영선"
435,가시,356,"1,094,017,000","141,956",멜로/로맨스,청소년관람불가,4,2014,2014-04-10,김태균,"장혁,조보아,선우선,이도아,박정희,박진영,박현준,장재원,유지연,윤승현,이상미,이동준,이영진,이종은,김미경,김예은,최원석,손희순"
436,독전: 익스텐디드 컷,398,"844,714,600","137,775",범죄,15세이상관람가,7,2018,2018-07-18,이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원"
437,0.0MHz,446,"1,088,258,860","137,294",공포(호러),15세이상관람가,5,2019,2019-05-29,유선동,"정은지,이성열,최윤영,신주환,정원창,박명신,남관효,박대희,노혜영,서진석,김대현,신승민,신지혜,오규택,오세규,오제헌,김성우,김수진,이정수,이상찬,허현준,이성훈,김정연,홍주영,김호영,김정현,김효은,조승구,조용현,김승희,김승희,김시아,황지원,조지영,조지영,강성민,강태웅,이경환,구원회,최현욱,김진옥,김난희,김하니,김선정,김성채,한소연,이채린,김진효,이병수,조임원,노희성,한정원,이혜미,조창순,조희원,주민준,나소이,남정희,함사랑,김원식,정낙안,유희찬,정설리,정승필,윤수빈,김채민,윤영식,신하림,이태준,김진아,최원,양시열,서우린,임창록,서한별,홍의현,한소영,황연희,한정윤,박선영,한태규"
438,검객,832,"1,162,122,130","136,824",액션,15세이상관람가,9,2020,2020-09-23,최재훈,"장혁,김현수,조 타슬림,정만식,이나경,최진호,이민혁,지승현,지건우,천영암,공상아,신재환,윤승훈,안젤리나 다닐로바,조용현,강진휘,류성현,김영성,김주영,김형명,허선행,한철우,김윤태,한창현,양명헌,노시홍,황대준,황보정일,한기윤,박태주,정예지,박건락,황세원,윤부진,이상찬,우영택,류연영,김정환,김영주,조완기,민수아,남궁혜인,김민서,김세홍,원근수,오일용,이영호,이봄,김형욱,전영인,안유준,심은주,백우궁,이연준,한재하,윤석진,엄지만,오형근,전현우,이세찬,김양균,박국환,김윤호,곽길한,장규미,이수완,김현서,방지혁,강전영,신세용,김호경,박형우,조국형,손영건,이영훈,이대진,임병렬,이원희,이재웅,노상현,김성현,하준우,한승우,국지용,차정훈,현정철,양희우,송정현,지웅배,정혜민,최보정,김효은,나미소,신현숙,임민소,황보다은,김혜린,장예림,나석민,장현성,이정민"
439,극장판 꼬마버스 타요의 에이스 구출작전,200,"905,899,900","135,398",애니메이션,전체관람가,1,2016,,,
440,로마의 휴일,436,"993,321,176","134,827",코미디,15세이상관람가,8,2017,2017-08-30,이덕희,"임창정,공형진,정상훈,지웅배,사우,박예슬,박우준,박은지,임성환,박준영,박준희,박찬영,박희진,장예찬,전혜수,정서영,정성목,조원빈,최지안,이보라,이석현,허나경,이자은,이재은,이정수,이정호,이종영,이주영,황윤성,김헌철,임병우,박찬영,배진웅,장광,박상훈"
441,워킹걸,308,"1,183,887,479","149,181",코미디,청소년관람불가,1,2015,2015-01-07,정범식,"조여정,클라라,김태우,배유람,정범식,정범식,박주희,백경인,조은영,손진우,배성우,유찬호,김세미,라미란,이민아,황준호,이승원,이시현,조재윤,김영옥,김보연,오나라,박상민,김승주,이선희,김기천,윤부진,이종윤,최정현"
443,응징자,305,"1,388,412,500","192,347",액션,청소년관람불가,10,2013,2013-10-30,신동엽,"양동근,주상욱,이태임,신준호,유재상,정유림,한유미,전국환,서동수,손강국,김권,장태성,반민정,최홍일"
444,시간위의 집,454,"987,958,600","124,601",미스터리,15세이상관람가,4,2017,2017-04-05,임대웅,"김윤진,옥택연,조재윤,이한위,박준면,백도빈,유인영,서민수,정용욱,이동규,이재우,고우림,이양희,박상훈,김현"
445,퇴마: 무녀굴,331,"951,843,500","120,802",공포(호러),15세이상관람가,8,2015,2015-08-20,김휘,"김성균,유선,천호진,차예련,김혜성,박수민,박시영,임화영,유성훈,윤지민,이상희,이승희,신나리,김소진,이주실,양지웅,한창현,김기천,장희령,오연아,전수지,최유송,김예은"
446,최강전사 미니특공대: 영웅의 탄생,349,"866,704,200","115,704",애니메이션,전체관람가,2,2016,2016-02-04,이영준,"엄상현,양정화,전태열"
447,분노의 윤리학,302,"1,654,554,000","224,891",스릴러,청소년관람불가,2,2013,2013-02-21,박명랑,"이제훈,조진웅,곽도원,문소리,이승준,고성희,박길수,진용욱,이나라,김태훈,곽진무,김기천,최광일,한이진"
448,저 산 너머,468,"772,697,300","103,535",드라마,12세이상관람가,4,2020,2020-04-30,최종태,"이항나,이경훈,안내상,강신일,송창의,이열음"
449,크게 될 놈,447,"780,915,420","102,223",드라마,15세이상관람가,4,2019,2019-04-18,강지은,"김해숙,손호준,남보라,박원상,김영민,박경근,박대웅,동방우,박성남,구혜령,박영일,박준기,김남훈,손영호,박찬규,김도율,김도훈,신상열,김문식,봉신주,봉신주,안세하,유동균,김병순,김상구,윤단비,김상철,김성균,김성현,윤병희,김세인,윤승훈,강도윤,김은주,이상수,이상우,이정환,이상진,이상현,김재경,이상훈,이서한,장세현,권일,장준현,장진영,김형종,김혜란,이성훈,전성훈,이수민,황성호,이지훈,최재영,이진오,최재옥,김승준,김종호,조정훈,강기동,강두섭,정민규,강신곤,고건호,고창술,곽희찬,최태영,권영은,금송현,태정,김근수,김영주,김바울,김병윤,김사훈,이동희,이동희,김성윤,김세울,김왕근,김왕용,조명행,김자홍,이우진,이원종,조용민,이원찬,김하종,김해연,이상규,주석제,우도호,나수윤,남기쁨,우영택,우정환,우정환,유소연,유영래,진소현,유종희,정세연,정윤석,정수한,정자영,윤지용,정지만,신영진,이계준,신중혁,정현민,신현욱,이단,정호빈,이대은,이도은,이득신,최선병,이무녕,박승배,이태하,안문혁,이석원,이섭정,최승일,이한터,최영현,안홍찬,최우빈,이재현,이시헌,이영식,이욱진,최익준,박준관,이은호,최재웅,오정환,백봉기,최한규,최홍현,전용진,전재진,오도현,손지훈,석영훈,오창민,송시현,송영윤,성빈,송지수,백진환,박광수,홍성광,홍성만,홍성찬,임동우,홍정인,한동호,한승혁,한승현,한승현,한양희,황지훈,한웅기,황희,황희준,한정호,서동민,홍도성,홍동균,홍석우,박장호,박인수,박선우"
450,루시드 드림,461,"759,481,000","102,170",SF,15세이상관람가,2,2017,2017-02-22,김준성,"고수,설경구,박유천,강혜정,박인환,천호진,정성호,신중혁,조성미,우영택,이석,이석,이승호,홍의정,황비긴,황인준,김유선,김택규,전석호,최대훈,전신환,이시아,김강훈,신유람,김택규"
451,암전,423,"898,461,215","101,913",미스터리,15세이상관람가,8,2019,2019-08-15,김진원,"서예지,진선규,김보라,차엽,남태부,서석규,서정우,손선아,김미경,지윤호,이성교,조재영,조아라,김흥열,차우진,윤정로,주종혁,진선규,김도건,김선동,김재인,신소이,신소이,신지인,이태규,추정훈,한도담"
452,게이트,208,"820,756,100","101,173",범죄,15세이상관람가,2,2018,2018-02-28,신재호,"정려원,임창정,정상훈,이경영,이문식,이세랑,윤송아,이수아,김지성,김보민,김보민,김연정,김도훈,김경룡,김미향,한이진,김종태"
453,돌연변이,399,"748,936,684","100,543",드라마,12세이상관람가,10,2015,2015-10-22,권오광,"이광수,이천희,박보영,장광,이병준,김희원,강봉성,권오광,추민철,장원석,우문기,김수정,김태환,박성일,박시영,박준수,박지연,이세랑,강진아,임성미,이창훈,장준휘,손성찬,정인기,오창경,전운종,주광현"
455,미니특공대X,458,"744,858,200","99,952",애니메이션,전체관람가,3,2018,2018-03-22,이영준,"엄상현,전태열,이소영,신용우,이민규,이소영"
456,디바,831,"834,454,530","99,659",스릴러,15세이상관람가,9,2020,2020-09-23,조슬예,"신민아,이유영,이규형,주석태,오하늬,박성연,허형규,윤금선아,강민지,지이수,곽지혜,최다인,박충선,천지유,허동원,김정남,변진수,남지우,양윤호,문서윤,김희상,김민채,오희준,한승우,천지유,정재훈,하이선,이서주,김승비,김태리,장햇살,배소영,김바비,김가애,정재민,조문홍,도현,윤정훈,안정빈,김성준,권훈,박현욱,김현식,윤정원,조은지,이성혜,김연정,박수경,고은지,유창수,형진성,임재영,정연재,김진용,조성인,조은비,조은지,김소연,심채영,주호현,이성혜,김진용,조성인,임재영,정연재,정다연,박하름,권하림,류민재,이재경,류용찬,문나윤,고현주,윤연수,강민범,고성권,김소연,심채영,주호현,김서연,정동민,최아연,유서준,안태영,김연정,김승현,손가은,최종민,김동영,손성환,이현민,이승연,윤솔,강민성,신재이,김정민,김나현,최하은,박찬현,이원섭,강민혁,김서경,최강인,백승진"
457,여중생A,479,"811,686,000","97,849",드라마,12세이상관람가,6,2018,2018-06-20,이경섭,"김환희,김준면,이종혁,정다빈,유재상,정다은,김현빈,유수아,이준,이승연,이영우,이유리,김정화,김태훈,옥윤중,옥윤중,신범식,정다빈,정다은,박정숙,박철희,박지영,박지윤,조영웅,조영웅,최원영,홍근택,김유진,어성욱,이장유,전운종,정해원"
458,슈퍼 빼꼼: 스파이 대작전,358,"691,794,900","97,005",애니메이션,전체관람가,5,2017,2017-05-03,임아론,"김태균,최정현,최낙윤,남도형,윤용식,김성연,박상호,장현주"
459,걷기왕,462,"710,905,075","95,542",드라마,12세이상관람가,10,2016,2016-10-20,백승화,"심은경,박주희,김새벽,허정도,윤지원,안승균,김광규,김정영,이재진,이준용,박민준,장현진,방범석,정규환,오은비,조주형,이규진,이동혁,이수아,최봉석,황수진,김신동,이주영,안재홍,이나영,최원"
460,무서운 이야기 3 : 화성에서 온 소녀,317,"764,967,500","95,415",공포(호러),15세이상관람가,6,2016,2016-06-01,"백승빈,김선,김곡,민규동","임슬옹,경수진,박정민,홍은희,차지연,김수안,정용진,이재인,민무제,이대연"
461,일사각오,51,"682,581,500","94,767",드라마,12세이상관람가,3,2016,2016-03-17,"권혁만,고문안","이지형,설지윤,서광재"
462,브레이크 더 사일런스: 더 무비,205,"807,802,000","92,078",다큐멘터리,전체관람가,9,2020,2020-09-24,박준수,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국"
463,그대 이름은 장미,540,"735,782,970","88,054",코미디,12세이상관람가,1,2019,2019-01-16,조석현,"유호정,박성웅,오정세,채수빈,하연수,이원근,이지민,이빛나,박대원,남태부,고나희,박성웅,박용,김기덕,서한결,김나영,박지운,박지운,박지홍,박찬우,김동훈,신영규,안서희,김민중,오성현,김상우,김민종,김서원,오하늬,윤슬,이상미,이주원,최소라,장세현,이선민,이준혁,정혜경,정혜정,이지애,최우식,김정수,최원호,조수연,김정현,이진혁,조제웅,강부현,강성실,지영호,이나현,최현준,김관모,김록경,채현원,김민종,김병귀,이동훈,김태현,김용화,김지원,김준근,김춘기,정여진,한철우,리민,우정국,김우진,유미란,유병용,김우혁,정유나,이은석,윤가현,민찬욱,윤복인,채수아,신담수,정종태,정태윤,이재욱,박소진,박숙명,이태린,김지은,박주언,박준면,최자연,박준태,최종윤,오우진,장태성,어영수,선정찬,송진아,하지찬,황석정,박상호"
464,터널 3D,264,"620,874,000","80,989",공포(호러),15세이상관람가,8,2014,2014-08-20,박규택,"정유미,연우진,송재림,정시연,이태현,박지원,서종민,전수아,양영택,유세문,정원태,정진,차수빈,차은미,이예림,이지혜,김윤아,노슬기,명진석,유재명,손병호,전우재,배우희"
466,소리꾼,573,"642,120,680","79,215",사극,12세이상관람가,7,2020,2020-07-01,조정래,"이봉근,이유리,김하연,박철민,김동완,김민준,정무성,임성철,김병춘,정인기,한인수,김강현,오지혜,박재민,손숙"
467,극장판 미니특공대: 공룡왕 디노,485,"613,273,720","78,929",애니메이션,전체관람가,2,2020,2020-02-06,이영준,"신용우,엄상현,양정화,이소영,전태열,남도형,소연"
468,배우는 배우다,297,"811,031,000","111,927",드라마,청소년관람불가,10,2013,2013-10-24,신연식,"이준,서영희,강신효,서범석,이화시,기주봉,오광록,마동석,양동근,김형준,손용화,신연식,안상우,윤승준,이세희,고승효,임효정,장채린,정장환,김태은,조소현,최한철,한명수,박귀현,이유미,이유준,이빛나,강덕중,정성일"
469,엽기적인 그녀 2,387,"588,233,900","76,321",멜로/로맨스,15세이상관람가,5,2016,2016-05-12,조근식,"차태현,빅토리아,후지이 미나,배성우,최진호,송옥숙,박재민,장봉영,정수련,정종준,양원석,조예경,윤서영,이상진,이성국,이은경,황창기,김병용,김우주,김근영,목규리,손영순,강덕중,전운종"
470,정글히어로,287,"506,194,300","71,330",애니메이션,전체관람가,10,2014,2014-10-02,"박태동,마우리시오 드 라 오르타","심규혁,김기철,조성목,김현지,양세나,남도형,안장혁,이상헌,김무규"
471,번개맨,393,"516,736,500","69,303",판타지,전체관람가,2,2016,2016-02-11,조근현,"정현진,루나,박중금"
472,쓰리 썸머 나잇,297,"616,132,846","77,621",코미디,청소년관람불가,7,2015,2015-07-15,김상진,"김동욱,임원희,손호준,윤제문,류현경,심은진,이채영,전은진,정승민,박현수,홍광석,김승필,이신범,연송하,장지건,허성태,양주호"
473,여곡성,212,"594,373,400","67,368",공포(호러),15세이상관람가,11,2018,2018-11-08,유영선,"홍예리,서영희,손나은,이태리,박민지,최홍일,손성윤,이재아,김호창,이해나,이재구,이설희,이승현,이승훈,서영희,김지혜,박민정,정다은,김동규,최문석,김준배,이육헌,김희상,주아연"
474,극장판 반지의 비밀일기,459,"539,843,170","67,319",애니메이션,전체관람가,9,2019,2019-09-11,한승우,"방연지,김선혜,조경이,채민지,조진숙,홍범기,여윤미,박상훈,황창영,권도일"
475,올레,338,"522,938,900","66,883",드라마,15세이상관람가,8,2016,2016-08-25,채두병,"신하균,박희순,오만석,유다인,이형섭,변준석,양희선,장성범,전배수,이현주"
476,뷰티풀 투모로우,47,"552,273,700","63,279",드라마,12세이상관람가,10,2017,2017-10-26,장재혁,"박효신,정재일,에드가 킨테로"
477,맨홀,286,"1,053,876,130","129,732",공포(호러),청소년관람불가,10,2014,2014-10-08,신재영,"정경호,정유미,김새론,윤찬영,이광훈,박기원,최덕문,김재화,성유빈,서현우,조달환,윤돈선,강덕중"
478,번개맨과 신비의 섬,191,"481,474,700","59,923",가족,전체관람가,4,2018,2018-04-05,김지열,"서홍석,유수호,최오식,이상철,김수미,김수미"
479,극장판 프랭키와 친구들: 생명의 나무,258,"410,518,600","56,835",애니메이션,전체관람가,4,2016,2016-04-13,박정오,"박정오,이소은"
480,빅뱅 메이드,56,"464,727,700","55,227",다큐멘터리,12세이상관람가,6,2016,2016-06-30,변진호,"권지용,태양,최승현,대성,승리"
481,잡아야 산다,219,"410,361,400","54,450",코미디,15세이상관람가,1,2016,2016-01-07,오인천,"김승우,김정태,한상혁,신강우,김민규,문용석,오만석,최호중,이해준,조창근,윤다영,서범식,이한위,안길강,장현기,장훈남,박혜미,정구영,서경배,정인혜,손지훈,정혜연,조권수,강현우,윤진영,이동진,이민경,이상헌,이선미,이승연,김욱,김영,양도현"
483,왓칭,488,"456,558,262","54,410",공포(호러),15세이상관람가,4,2019,2019-04-17,김성기,"강예원,이학주,주석태,임지현,조달환,어성욱,김노진,동방우,민경진,민경진,김나은,김미혜,정지민,이주형,이혜숙,한성관,주석태,이은희"
484,머니백,472,"411,511,600","52,618",액션,15세이상관람가,4,2018,2018-04-12,허준형,"김무열,박희순,이경영,전광렬,임원희,오정세,김민교,이익준,이동진,이소희,이신영,이윤희,이정수,이정현,김준아,김태환,문도선,박성민,장혁진,정준혁,정혜경,최원영,한대훈,현봉식,양주호,김대곤,손영희,한대훈"
485,미안해 사랑해 고마워,344,"359,247,800","51,207",드라마,15세이상관람가,10,2015,2015-10-28,전윤수,"지진희,김성균,성유리,김영철,이계인,곽지혜,서강준,강민지,강민호,장홍준,김상훈,김선경,이재구,이유하,이성훈,유예지,김동철,오예슬,김수연,김용진,김원진,김윤영,김지수,김필수,나현,박상민,박재영,박지연,박현수,유혜인,김재화,정은표,이주연,이정은,임현성,김대영,박성연,어성욱,남정희"
486,젝스키스 에이틴,25,"364,405,500","50,419",다큐멘터리,전체관람가,1,2018,2018-01-18,,"은지원,이재진,장수원,김재덕,강성훈,이재진"
487,비밀,305,"369,339,300","50,196",미스터리,15세이상관람가,10,2015,2015-10-15,"박은경,이동하","성동일,김유정,손호준,임형준,서예지,진경,김동현,김동현,김요한,김우희,김원준,김은정,송호연,박세은,박재영,남일우"
488,번개맨의 비밀,309,"383,521,050","49,751",가족,전체관람가,12,2018,2018-12-06,강유선,"서홍석,유수호,최오식,이상철,김수미,김성웅,이상철,이수현"
489,데자뷰,536,"360,833,100","48,279",미스터리,15세이상관람가,5,2018,2018-05-30,고경민,"남규리,이천희,이규한,정경호,동현배,김재범,조한선,서정욱,서지원,이주원,이태영,김지호,김지호,김찬수,박종수,박종찬,정용철,정우일,김민혁,최준호,홍지원,김송이,김수영,이종혁,이새윤"
490,목숨 건 연애,393,"359,712,800","47,479",멜로/로맨스,15세이상관람가,12,2016,2016-12-14,송민규,"하지원,천정명,진백림,윤소희,오정세,송민정,정다원,정다원,이동욱,이병희,이상미,지동주,최주형,홍주만,권지훈,김용학,김유이,조병규"
491,뜨거운 안녕,172,"315,291,000","47,105",드라마,12세이상관람가,5,2013,2013-05-30,남택수,"이홍기,마동석,임원희,백진희,전민서,심이영,김상선,황주원,남택수,박재현,최권,차종호,이민아,곽자형,백익남"
492,비밥바룰라,347,"318,986,200","46,817",코미디,12세이상관람가,1,2018,2018-01-24,이성재,"박인환,신구,임현식,윤덕용,김인권,이채은,이나라,최선자,성병숙,김창섭,양서연,류현,조용진,강민지,강길우"
493,"그래, 가족",361,"350,293,300","46,623",코미디,12세이상관람가,2,2017,2017-02-15,마대윤,"이요원,정만식,이솜,정준원,윤혜리,임지아,박준영,안성일,윤경호,정애화,김영재,박성연,최현종,박혁민"
494,노리개,278,"1,229,574,500","169,054",드라마,청소년관람불가,4,2013,2013-04-18,최승호,"마동석,이승연,민지현,강미경,김용헌,서태화,기주봉,편보승,정명근,서호철"
495,설계,257,"347,188,800","45,638",스릴러,청소년관람불가,9,2014,2014-09-18,박창진,"오상철,신은경,오인혜,강지섭,백승환,윤종원,강희,서우진,이기영,정희태"
496,약장수,282,"313,238,400","43,562",드라마,15세이상관람가,4,2015,2015-04-23,조치언,"김인권,박철민,이주실,강일수,박지윤,박혜진,최민혁,윤준혁,이은주,김형범,장소연,조민기,이찬호,김기연,김남순,임석진"
497,극장판 뽀잉: 슈퍼 변신의 비밀,294,"312,710,450","41,054",애니메이션,전체관람가,9,2018,2018-09-20,정미화,"전태열,엄상현,홍소영,정영웅,박선영,김은아,홍진욱,이민규,천지선,이민규,김은아"
498,배반의 장미,457,"332,232,550","41,054",코미디,15세이상관람가,10,2018,2018-10-18,박진영,"김인권,정상훈,손담비,김성철,박철민,이수정,김정남,이승은,이정우,서지은,이종수,김태형,안준태,남기주,문득산,임용순,정종훈,정종훈,김대근,최재원,김수경,김예진"
499,레이디버그,172,"310,291,500","41,041",애니메이션,전체관람가,2,2017,2017-02-22,장성,"여민정,남도형,홍시호,이민규"
500,아이즈 온 미 : 더 무비,124,"506,274,000","39,228",공연,전체관람가,6,2020,2020-06-10,,"권은비,미야와키 사쿠라,강혜원,최예나,이채연,김채원,김민주,야부키 나코,혼다 히토미,조유리,안유진,장원영"
501,트릭,390,"297,315,300","38,155",스릴러,15세이상관람가,7,2016,2016-07-13,이창열,"이정진,강예원,선동혁,이희진,장윤정,박정환,조호성,주민구,이상철,이수진,한성식,홍장현,주문수,김태훈"
502,백프로,236,"275,138,600","36,792",코미디,15세이상관람가,4,2014,2014-04-03,김명균,"윤시윤,여진구,천호진,박상면,이원종,이경영,이병준,김보미,강경덕,박효준,정유신,정진욱,조세영,조영진,윤영민,이민영,김영호,김예나,김지연,김진아,윤영민,지대한,공정환,김보미,문동혁,이언수"
503,죽지않는 인간들의 밤,570,"284,194,510","36,582",코미디,15세이상관람가,9,2020,2020-09-29,신정원,"이정현,김성오,서영희,양동근,이미도,진현광"
504,에스엠타운 더 스테이지,65,"284,650,500","35,857",다큐멘터리,전체관람가,8,2015,,,
505,스파키,312,"257,040,200","35,436",애니메이션,전체관람가,4,2018,2018-04-12,"아론 우들리,애론 우들리","제시카 비엘,수잔 서랜든"
506,대결,366,"251,176,500","32,278",액션,15세이상관람가,9,2016,2016-09-22,신동엽,"이주승,오지호,이정진,신정근,손은서,임효우,박주혜,박준범,전혜인,이규희,이대겸,조훈휘,홍민혜,황진호,김철구,이세랑,주석태,강신철"
507,썬키스 패밀리,417,"245,549,900","31,742",가족,15세이상관람가,3,2019,2019-03-27,김지혜,"박희순,진경,황우슬혜,장성범,윤보라,이고은,정상훈,강민,박준철,김민경,김범우,임한빈,이주실,이준익,김혜지,윤지민,강주하,경기현,김요셉,노지유,노강민,유지완,천용산,신창호,최성은,박인,최찬호,전윤철,석보배,성근우,하은진,성주환,소준형,황우슬혜,함성민,허민아"
508,검은손,178,"89,815,665","11,650",공포(호러),청소년관람불가,4,2015,2015-04-16,박재식,"김성수,한고은,배그린,신정선,전현숙,서범석,한성아,이철민,유하복,차은재,이언수"
509,역모-반란의 시대,355,"212,967,300","29,294",사극,15세이상관람가,11,2017,2017-11-23,김홍선,"정해인,김지훈,조재윤,이원종,박동선,박성호,박호산,오유진,이동준,이정우,정지훈,이승비"
510,캐리tv 러브콘서트 더 무비,155,"225,815,700","28,679",공연,전체관람가,8,2019,2019-08-07,"정귀호,이민환,석진욱","이성인,소경호,현채민,스텔라,김은아,정혜인,전민지,김선윤,최정윤,진양욱,이나영,이다은,이다은,김지정,조유호,원종석,윤선욱,스텔라,이지나,이문혁,이하림,이예빈,허복산"
511,인천상륙작전 : 익스텐디드 에디션(확장판),122,"220,051,200","27,070",전쟁,15세이상관람가,9,2016,2016-09-13,이재한,"이정재,김정철,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,곽순우,홍기준,성혁"
512,해피 투게더,240,"204,452,450","27,046",드라마,12세이상관람가,11,2018,2018-11-15,김정환,"박성웅,송새벽,최로운,한상혁,권해효,김건,김누리,김상균,김정수,김정현,김정환,김현정,박지수,이승훈,이안나,이재용,이주원,장정호,정성일,한대훈,한성훈,정인기,류성현,지찬,한대훈"
